"14jt -- Varhaiskasvatukseen osallistuneet vieraskieliset ja ulkomaalaiset lapset alueen ja iän mukaan, 2021-2022"

"Vuosi";"Alue";"Ikä";"Vieraskieliset varhaiskasvatukseen osallistuneet lapset"
"2022";"Puolanka";"2 vuotta";0
"2022";"Puolanka";"3 vuotta";0
"2022";"Puolanka";"4 vuotta";0
"2022";"Puolanka";"5 vuotta";0
"2022";"Puolanka";"6 vuotta";0
"2022";"Puolanka";"7 vuotta ja yli";0
"2022";"Puumala";"Yhteensä";1
"2022";"Puumala";"0 vuotta";0
"2022";"Puumala";"1 vuotta";1
"2022";"Puumala";"2 vuotta";0
"2022";"Puumala";"3 vuotta";0
"2022";"Puumala";"4 vuotta";0
"2022";"Puumala";"5 vuotta";0
"2022";"Puumala";"6 vuotta";0
"2022";"Puumala";"7 vuotta ja yli";0
"2022";"Pyhtää";"Yhteensä";8
"2022";"Pyhtää";"0 vuotta";0
"2022";"Pyhtää";"1 vuotta";1
"2022";"Pyhtää";"2 vuotta";1
"2022";"Pyhtää";"3 vuotta";1
"2022";"Pyhtää";"4 vuotta";0
"2022";"Pyhtää";"5 vuotta";3
"2022";"Pyhtää";"6 vuotta";2
"2022";"Pyhtää";"7 vuotta ja yli";0
"2022";"Pyhäjoki";"Yhteensä";1
"2022";"Pyhäjoki";"0 vuotta";0
"2022";"Pyhäjoki";"1 vuotta";0
"2022";"Pyhäjoki";"2 vuotta";0
"2022";"Pyhäjoki";"3 vuotta";0
"2022";"Pyhäjoki";"4 vuotta";0
"2022";"Pyhäjoki";"5 vuotta";0
"2022";"Pyhäjoki";"6 vuotta";1
"2022";"Pyhäjoki";"7 vuotta ja yli";0
"2022";"Pyhäjärvi";"Yhteensä";0
"2022";"Pyhäjärvi";"0 vuotta";0
"2022";"Pyhäjärvi";"1 vuotta";0
"2022";"Pyhäjärvi";"2 vuotta";0
"2022";"Pyhäjärvi";"3 vuotta";0
"2022";"Pyhäjärvi";"4 vuotta";0
"2022";"Pyhäjärvi";"5 vuotta";0
"2022";"Pyhäjärvi";"6 vuotta";0
"2022";"Pyhäjärvi";"7 vuotta ja yli";0
"2022";"Pyhäntä";"Yhteensä";8
"2022";"Pyhäntä";"0 vuotta";0
"2022";"Pyhäntä";"1 vuotta";1
"2022";"Pyhäntä";"2 vuotta";1
"2022";"Pyhäntä";"3 vuotta";2
"2022";"Pyhäntä";"4 vuotta";0
"2022";"Pyhäntä";"5 vuotta";2
"2022";"Pyhäntä";"6 vuotta";2
"2022";"Pyhäntä";"7 vuotta ja yli";0
"2022";"Pyhäranta";"Yhteensä";1
"2022";"Pyhäranta";"0 vuotta";0
"2022";"Pyhäranta";"1 vuotta";0
"2022";"Pyhäranta";"2 vuotta";1
"2022";"Pyhäranta";"3 vuotta";0
"2022";"Pyhäranta";"4 vuotta";0
"2022";"Pyhäranta";"5 vuotta";0
"2022";"Pyhäranta";"6 vuotta";0
"2022";"Pyhäranta";"7 vuotta ja yli";0
"2022";"Pälkäne";"Yhteensä";7
"2022";"Pälkäne";"0 vuotta";0
"2022";"Pälkäne";"1 vuotta";1
"2022";"Pälkäne";"2 vuotta";0
"2022";"Pälkäne";"3 vuotta";1
"2022";"Pälkäne";"4 vuotta";0
"2022";"Pälkäne";"5 vuotta";3
"2022";"Pälkäne";"6 vuotta";2
"2022";"Pälkäne";"7 vuotta ja yli";0
"2022";"Pöytyä";"Yhteensä";28
"2022";"Pöytyä";"0 vuotta";0
"2022";"Pöytyä";"1 vuotta";1
"2022";"Pöytyä";"2 vuotta";5
"2022";"Pöytyä";"3 vuotta";4
"2022";"Pöytyä";"4 vuotta";3
"2022";"Pöytyä";"5 vuotta";11
"2022";"Pöytyä";"6 vuotta";3
"2022";"Pöytyä";"7 vuotta ja yli";1
"2022";"Raahe";"Yhteensä";55
"2022";"Raahe";"0 vuotta";0
"2022";"Raahe";"1 vuotta";4
"2022";"Raahe";"2 vuotta";11
"2022";"Raahe";"3 vuotta";4
"2022";"Raahe";"4 vuotta";13
"2022";"Raahe";"5 vuotta";9
"2022";"Raahe";"6 vuotta";10
"2022";"Raahe";"7 vuotta ja yli";4
"2022";"Raasepori";"Yhteensä";77
"2022";"Raasepori";"0 vuotta";0
"2022";"Raasepori";"1 vuotta";6
"2022";"Raasepori";"2 vuotta";14
"2022";"Raasepori";"3 vuotta";10
"2022";"Raasepori";"4 vuotta";17
"2022";"Raasepori";"5 vuotta";11
"2022";"Raasepori";"6 vuotta";19
"2022";"Raasepori";"7 vuotta ja yli";0
"2022";"Raisio";"Yhteensä";196
"2022";"Raisio";"0 vuotta";0
"2022";"Raisio";"1 vuotta";18
"2022";"Raisio";"2 vuotta";28
"2022";"Raisio";"3 vuotta";39
"2022";"Raisio";"4 vuotta";36
"2022";"Raisio";"5 vuotta";41
"2022";"Raisio";"6 vuotta";33
"2022";"Raisio";"7 vuotta ja yli";1
"2022";"Rantasalmi";"Yhteensä";6
"2022";"Rantasalmi";"0 vuotta";0
"2022";"Rantasalmi";"1 vuotta";1
"2022";"Rantasalmi";"2 vuotta";1
"2022";"Rantasalmi";"3 vuotta";3
"2022";"Rantasalmi";"4 vuotta";1
"2022";"Rantasalmi";"5 vuotta";0
"2022";"Rantasalmi";"6 vuotta";0
"2022";"Rantasalmi";"7 vuotta ja yli";0
"2022";"Ranua";"Yhteensä";4
"2022";"Ranua";"0 vuotta";0
"2022";"Ranua";"1 vuotta";1
"2022";"Ranua";"2 vuotta";0
"2022";"Ranua";"3 vuotta";0
"2022";"Ranua";"4 vuotta";1
"2022";"Ranua";"5 vuotta";0
"2022";"Ranua";"6 vuotta";2
"2022";"Ranua";"7 vuotta ja yli";0
"2022";"Rauma";"Yhteensä";184
"2022";"Rauma";"0 vuotta";0
"2022";"Rauma";"1 vuotta";18
"2022";"Rauma";"2 vuotta";32
"2022";"Rauma";"3 vuotta";32
"2022";"Rauma";"4 vuotta";35
"2022";"Rauma";"5 vuotta";42
"2022";"Rauma";"6 vuotta";24
"2022";"Rauma";"7 vuotta ja yli";1
"2022";"Rautalampi";"Yhteensä";5
"2022";"Rautalampi";"0 vuotta";0
"2022";"Rautalampi";"1 vuotta";0
"2022";"Rautalampi";"2 vuotta";0
"2022";"Rautalampi";"3 vuotta";0
"2022";"Rautalampi";"4 vuotta";2
"2022";"Rautalampi";"5 vuotta";0
"2022";"Rautalampi";"6 vuotta";3
"2022";"Rautalampi";"7 vuotta ja yli";0
"2022";"Rautavaara";"Yhteensä";1
"2022";"Rautavaara";"0 vuotta";0
"2022";"Rautavaara";"1 vuotta";0
"2022";"Rautavaara";"2 vuotta";0
"2022";"Rautavaara";"3 vuotta";0
"2022";"Rautavaara";"4 vuotta";0
"2022";"Rautavaara";"5 vuotta";1
"2022";"Rautavaara";"6 vuotta";0
"2022";"Rautavaara";"7 vuotta ja yli";0
"2022";"Rautjärvi";"Yhteensä";6
"2022";"Rautjärvi";"0 vuotta";1
"2022";"Rautjärvi";"1 vuotta";2
"2022";"Rautjärvi";"2 vuotta";0
"2022";"Rautjärvi";"3 vuotta";1
"2022";"Rautjärvi";"4 vuotta";0
"2022";"Rautjärvi";"5 vuotta";1
"2022";"Rautjärvi";"6 vuotta";1
"2022";"Rautjärvi";"7 vuotta ja yli";0
"2022";"Reisjärvi";"Yhteensä";1
"2022";"Reisjärvi";"0 vuotta";0
"2022";"Reisjärvi";"1 vuotta";0
"2022";"Reisjärvi";"2 vuotta";0
"2022";"Reisjärvi";"3 vuotta";1
"2022";"Reisjärvi";"4 vuotta";0
"2022";"Reisjärvi";"5 vuotta";0
"2022";"Reisjärvi";"6 vuotta";0
"2022";"Reisjärvi";"7 vuotta ja yli";0
"2022";"Riihimäki";"Yhteensä";100
"2022";"Riihimäki";"0 vuotta";0
"2022";"Riihimäki";"1 vuotta";5
"2022";"Riihimäki";"2 vuotta";11
"2022";"Riihimäki";"3 vuotta";19
"2022";"Riihimäki";"4 vuotta";22
"2022";"Riihimäki";"5 vuotta";19
"2022";"Riihimäki";"6 vuotta";21
"2022";"Riihimäki";"7 vuotta ja yli";3
"2022";"Ristijärvi";"Yhteensä";1
"2022";"Ristijärvi";"0 vuotta";0
"2022";"Ristijärvi";"1 vuotta";0
"2022";"Ristijärvi";"2 vuotta";0
"2022";"Ristijärvi";"3 vuotta";0
"2022";"Ristijärvi";"4 vuotta";0
"2022";"Ristijärvi";"5 vuotta";1
"2022";"Ristijärvi";"6 vuotta";0
"2022";"Ristijärvi";"7 vuotta ja yli";0
"2022";"Rovaniemi";"Yhteensä";154
"2022";"Rovaniemi";"0 vuotta";0
"2022";"Rovaniemi";"1 vuotta";15
"2022";"Rovaniemi";"2 vuotta";19
"2022";"Rovaniemi";"3 vuotta";36
"2022";"Rovaniemi";"4 vuotta";30
"2022";"Rovaniemi";"5 vuotta";26
"2022";"Rovaniemi";"6 vuotta";28
"2022";"Rovaniemi";"7 vuotta ja yli";0
"2022";"Ruokolahti";"Yhteensä";2
"2022";"Ruokolahti";"0 vuotta";0
"2022";"Ruokolahti";"1 vuotta";0
"2022";"Ruokolahti";"2 vuotta";0
"2022";"Ruokolahti";"3 vuotta";1
"2022";"Ruokolahti";"4 vuotta";0
"2022";"Ruokolahti";"5 vuotta";0
"2022";"Ruokolahti";"6 vuotta";1
"2022";"Ruokolahti";"7 vuotta ja yli";0
"2022";"Ruovesi";"Yhteensä";3
"2022";"Ruovesi";"0 vuotta";0
"2022";"Ruovesi";"1 vuotta";0
"2022";"Ruovesi";"2 vuotta";0
"2022";"Ruovesi";"3 vuotta";0
"2022";"Ruovesi";"4 vuotta";2
"2022";"Ruovesi";"5 vuotta";1
"2022";"Ruovesi";"6 vuotta";0
"2022";"Ruovesi";"7 vuotta ja yli";0
"2022";"Rusko";"Yhteensä";22
"2022";"Rusko";"0 vuotta";0
"2022";"Rusko";"1 vuotta";0
"2022";"Rusko";"2 vuotta";4
"2022";"Rusko";"3 vuotta";3
"2022";"Rusko";"4 vuotta";4
"2022";"Rusko";"5 vuotta";3
"2022";"Rusko";"6 vuotta";7
"2022";"Rusko";"7 vuotta ja yli";1
"2022";"Rääkkylä";"Yhteensä";0
"2022";"Rääkkylä";"0 vuotta";0
"2022";"Rääkkylä";"1 vuotta";0
"2022";"Rääkkylä";"2 vuotta";0
"2022";"Rääkkylä";"3 vuotta";0
"2022";"Rääkkylä";"4 vuotta";0
"2022";"Rääkkylä";"5 vuotta";0
"2022";"Rääkkylä";"6 vuotta";0
"2022";"Rääkkylä";"7 vuotta ja yli";0
"2022";"Saarijärvi";"Yhteensä";1
"2022";"Saarijärvi";"0 vuotta";0
"2022";"Saarijärvi";"1 vuotta";0
"2022";"Saarijärvi";"2 vuotta";1
"2022";"Saarijärvi";"3 vuotta";0
"2022";"Saarijärvi";"4 vuotta";0
"2022";"Saarijärvi";"5 vuotta";0
"2022";"Saarijärvi";"6 vuotta";0
"2022";"Saarijärvi";"7 vuotta ja yli";0
"2022";"Salla";"Yhteensä";0
"2022";"Salla";"0 vuotta";0
"2022";"Salla";"1 vuotta";0
"2022";"Salla";"2 vuotta";0
"2022";"Salla";"3 vuotta";0
"2022";"Salla";"4 vuotta";0
"2022";"Salla";"5 vuotta";0
"2022";"Salla";"6 vuotta";0
"2022";"Salla";"7 vuotta ja yli";0
"2022";"Salo";"Yhteensä";186
"2022";"Salo";"0 vuotta";1
"2022";"Salo";"1 vuotta";10
"2022";"Salo";"2 vuotta";33
"2022";"Salo";"3 vuotta";37
"2022";"Salo";"4 vuotta";41
"2022";"Salo";"5 vuotta";30
"2022";"Salo";"6 vuotta";34
"2022";"Salo";"7 vuotta ja yli";0
"2022";"Saltvik";"Yhteensä";0
"2022";"Saltvik";"0 vuotta";0
"2022";"Saltvik";"1 vuotta";0
"2022";"Saltvik";"2 vuotta";0
"2022";"Saltvik";"3 vuotta";0
"2022";"Saltvik";"4 vuotta";0
"2022";"Saltvik";"5 vuotta";0
"2022";"Saltvik";"6 vuotta";0
"2022";"Saltvik";"7 vuotta ja yli";0
"2022";"Sastamala";"Yhteensä";21
"2022";"Sastamala";"0 vuotta";0
"2022";"Sastamala";"1 vuotta";2
"2022";"Sastamala";"2 vuotta";0
"2022";"Sastamala";"3 vuotta";5
"2022";"Sastamala";"4 vuotta";2
"2022";"Sastamala";"5 vuotta";3
"2022";"Sastamala";"6 vuotta";8
"2022";"Sastamala";"7 vuotta ja yli";1
"2022";"Sauvo";"Yhteensä";3
"2022";"Sauvo";"0 vuotta";0
"2022";"Sauvo";"1 vuotta";0
"2022";"Sauvo";"2 vuotta";2
"2022";"Sauvo";"3 vuotta";0
"2022";"Sauvo";"4 vuotta";1
"2022";"Sauvo";"5 vuotta";0
"2022";"Sauvo";"6 vuotta";0
"2022";"Sauvo";"7 vuotta ja yli";0
"2022";"Savitaipale";"Yhteensä";0
"2022";"Savitaipale";"0 vuotta";0
"2022";"Savitaipale";"1 vuotta";0
"2022";"Savitaipale";"2 vuotta";0
"2022";"Savitaipale";"3 vuotta";0
"2022";"Savitaipale";"4 vuotta";0
"2022";"Savitaipale";"5 vuotta";0
"2022";"Savitaipale";"6 vuotta";0
"2022";"Savitaipale";"7 vuotta ja yli";0
"2022";"Savonlinna";"Yhteensä";54
"2022";"Savonlinna";"0 vuotta";0
"2022";"Savonlinna";"1 vuotta";3
"2022";"Savonlinna";"2 vuotta";4
"2022";"Savonlinna";"3 vuotta";11
"2022";"Savonlinna";"4 vuotta";9
"2022";"Savonlinna";"5 vuotta";16
"2022";"Savonlinna";"6 vuotta";11
"2022";"Savonlinna";"7 vuotta ja yli";0
"2022";"Savukoski";"Yhteensä";2
"2022";"Savukoski";"0 vuotta";0
"2022";"Savukoski";"1 vuotta";0
"2022";"Savukoski";"2 vuotta";1
"2022";"Savukoski";"3 vuotta";1
"2022";"Savukoski";"4 vuotta";0
"2022";"Savukoski";"5 vuotta";0
"2022";"Savukoski";"6 vuotta";0
"2022";"Savukoski";"7 vuotta ja yli";0
"2022";"Seinäjoki";"Yhteensä";163
"2022";"Seinäjoki";"0 vuotta";1
"2022";"Seinäjoki";"1 vuotta";17
"2022";"Seinäjoki";"2 vuotta";18
"2022";"Seinäjoki";"3 vuotta";28
"2022";"Seinäjoki";"4 vuotta";31
"2022";"Seinäjoki";"5 vuotta";34
"2022";"Seinäjoki";"6 vuotta";31
"2022";"Seinäjoki";"7 vuotta ja yli";3
"2022";"Sievi";"Yhteensä";0
"2022";"Sievi";"0 vuotta";0
"2022";"Sievi";"1 vuotta";0
"2022";"Sievi";"2 vuotta";0
"2022";"Sievi";"3 vuotta";0
"2022";"Sievi";"4 vuotta";0
"2022";"Sievi";"5 vuotta";0
"2022";"Sievi";"6 vuotta";0
"2022";"Sievi";"7 vuotta ja yli";0
"2022";"Siikainen";"Yhteensä";0
"2022";"Siikainen";"0 vuotta";0
"2022";"Siikainen";"1 vuotta";0
"2022";"Siikainen";"2 vuotta";0
"2022";"Siikainen";"3 vuotta";0
"2022";"Siikainen";"4 vuotta";0
"2022";"Siikainen";"5 vuotta";0
"2022";"Siikainen";"6 vuotta";0
"2022";"Siikainen";"7 vuotta ja yli";0
"2022";"Siikajoki";"Yhteensä";4
"2022";"Siikajoki";"0 vuotta";0
"2022";"Siikajoki";"1 vuotta";1
"2022";"Siikajoki";"2 vuotta";0
"2022";"Siikajoki";"3 vuotta";1
"2022";"Siikajoki";"4 vuotta";1
"2022";"Siikajoki";"5 vuotta";1
"2022";"Siikajoki";"6 vuotta";0
"2022";"Siikajoki";"7 vuotta ja yli";0
"2022";"Siikalatva";"Yhteensä";1
"2022";"Siikalatva";"0 vuotta";0
"2022";"Siikalatva";"1 vuotta";0
"2022";"Siikalatva";"2 vuotta";0
"2022";"Siikalatva";"3 vuotta";1
"2022";"Siikalatva";"4 vuotta";0
"2022";"Siikalatva";"5 vuotta";0
"2022";"Siikalatva";"6 vuotta";0
"2022";"Siikalatva";"7 vuotta ja yli";0
"2022";"Siilinjärvi";"Yhteensä";14
"2022";"Siilinjärvi";"0 vuotta";0
"2022";"Siilinjärvi";"1 vuotta";1
"2022";"Siilinjärvi";"2 vuotta";3
"2022";"Siilinjärvi";"3 vuotta";0
"2022";"Siilinjärvi";"4 vuotta";3
"2022";"Siilinjärvi";"5 vuotta";3
"2022";"Siilinjärvi";"6 vuotta";4
"2022";"Siilinjärvi";"7 vuotta ja yli";0
"2022";"Simo";"Yhteensä";0
"2022";"Simo";"0 vuotta";0
"2022";"Simo";"1 vuotta";0
"2022";"Simo";"2 vuotta";0
"2022";"Simo";"3 vuotta";0
"2022";"Simo";"4 vuotta";0
"2022";"Simo";"5 vuotta";0
"2022";"Simo";"6 vuotta";0
"2022";"Simo";"7 vuotta ja yli";0
"2022";"Sipoo";"Yhteensä";50
"2022";"Sipoo";"0 vuotta";0
"2022";"Sipoo";"1 vuotta";2
"2022";"Sipoo";"2 vuotta";7
"2022";"Sipoo";"3 vuotta";6
"2022";"Sipoo";"4 vuotta";12
"2022";"Sipoo";"5 vuotta";10
"2022";"Sipoo";"6 vuotta";13
"2022";"Sipoo";"7 vuotta ja yli";0
"2022";"Siuntio";"Yhteensä";25
"2022";"Siuntio";"0 vuotta";0
"2022";"Siuntio";"1 vuotta";4
"2022";"Siuntio";"2 vuotta";1
"2022";"Siuntio";"3 vuotta";3
"2022";"Siuntio";"4 vuotta";4
"2022";"Siuntio";"5 vuotta";5
"2022";"Siuntio";"6 vuotta";8
"2022";"Siuntio";"7 vuotta ja yli";0
"2022";"Sodankylä";"Yhteensä";3
"2022";"Sodankylä";"0 vuotta";0
"2022";"Sodankylä";"1 vuotta";1
"2022";"Sodankylä";"2 vuotta";2
"2022";"Sodankylä";"3 vuotta";0
"2022";"Sodankylä";"4 vuotta";0
"2022";"Sodankylä";"5 vuotta";0
"2022";"Sodankylä";"6 vuotta";0
"2022";"Sodankylä";"7 vuotta ja yli";0
"2022";"Soini";"Yhteensä";2
"2022";"Soini";"0 vuotta";0
"2022";"Soini";"1 vuotta";0
"2022";"Soini";"2 vuotta";0
"2022";"Soini";"3 vuotta";1
"2022";"Soini";"4 vuotta";1
"2022";"Soini";"5 vuotta";0
"2022";"Soini";"6 vuotta";0
"2022";"Soini";"7 vuotta ja yli";0
"2022";"Somero";"Yhteensä";34
"2022";"Somero";"0 vuotta";0
"2022";"Somero";"1 vuotta";4
"2022";"Somero";"2 vuotta";4
"2022";"Somero";"3 vuotta";1
"2022";"Somero";"4 vuotta";10
"2022";"Somero";"5 vuotta";9
"2022";"Somero";"6 vuotta";5
"2022";"Somero";"7 vuotta ja yli";1
"2022";"Sonkajärvi";"Yhteensä";2
"2022";"Sonkajärvi";"0 vuotta";0
"2022";"Sonkajärvi";"1 vuotta";0
"2022";"Sonkajärvi";"2 vuotta";1
"2022";"Sonkajärvi";"3 vuotta";0
"2022";"Sonkajärvi";"4 vuotta";0
"2022";"Sonkajärvi";"5 vuotta";1
"2022";"Sonkajärvi";"6 vuotta";0
"2022";"Sonkajärvi";"7 vuotta ja yli";0
"2022";"Sotkamo";"Yhteensä";25
"2022";"Sotkamo";"0 vuotta";1
"2022";"Sotkamo";"1 vuotta";2
"2022";"Sotkamo";"2 vuotta";1
"2022";"Sotkamo";"3 vuotta";1
"2022";"Sotkamo";"4 vuotta";5
"2022";"Sotkamo";"5 vuotta";7
"2022";"Sotkamo";"6 vuotta";7
"2022";"Sotkamo";"7 vuotta ja yli";1
"2022";"Sottunga";"Yhteensä";0
"2022";"Sottunga";"0 vuotta";0
"2022";"Sottunga";"1 vuotta";0
"2022";"Sottunga";"2 vuotta";0
"2022";"Sottunga";"3 vuotta";0
"2022";"Sottunga";"4 vuotta";0
"2022";"Sottunga";"5 vuotta";0
"2022";"Sottunga";"6 vuotta";0
"2022";"Sottunga";"7 vuotta ja yli";0
"2022";"Sulkava";"Yhteensä";0
"2022";"Sulkava";"0 vuotta";0
"2022";"Sulkava";"1 vuotta";0
"2022";"Sulkava";"2 vuotta";0
"2022";"Sulkava";"3 vuotta";0
"2022";"Sulkava";"4 vuotta";0
"2022";"Sulkava";"5 vuotta";0
"2022";"Sulkava";"6 vuotta";0
"2022";"Sulkava";"7 vuotta ja yli";0
"2022";"Sund";"Yhteensä";0
"2022";"Sund";"0 vuotta";0
"2022";"Sund";"1 vuotta";0
"2022";"Sund";"2 vuotta";0
"2022";"Sund";"3 vuotta";0
"2022";"Sund";"4 vuotta";0
"2022";"Sund";"5 vuotta";0
"2022";"Sund";"6 vuotta";0
"2022";"Sund";"7 vuotta ja yli";0
"2022";"Suomussalmi";"Yhteensä";12
"2022";"Suomussalmi";"0 vuotta";0
"2022";"Suomussalmi";"1 vuotta";0
"2022";"Suomussalmi";"2 vuotta";2
"2022";"Suomussalmi";"3 vuotta";1
"2022";"Suomussalmi";"4 vuotta";4
"2022";"Suomussalmi";"5 vuotta";3
"2022";"Suomussalmi";"6 vuotta";2
"2022";"Suomussalmi";"7 vuotta ja yli";0
"2022";"Suonenjoki";"Yhteensä";9
"2022";"Suonenjoki";"0 vuotta";0
"2022";"Suonenjoki";"1 vuotta";1
"2022";"Suonenjoki";"2 vuotta";0
"2022";"Suonenjoki";"3 vuotta";3
"2022";"Suonenjoki";"4 vuotta";2
"2022";"Suonenjoki";"5 vuotta";0
"2022";"Suonenjoki";"6 vuotta";3
"2022";"Suonenjoki";"7 vuotta ja yli";0
"2022";"Sysmä";"Yhteensä";3
"2022";"Sysmä";"0 vuotta";0
"2022";"Sysmä";"1 vuotta";0
"2022";"Sysmä";"2 vuotta";1
"2022";"Sysmä";"3 vuotta";1
"2022";"Sysmä";"4 vuotta";1
"2022";"Sysmä";"5 vuotta";0
"2022";"Sysmä";"6 vuotta";0
"2022";"Sysmä";"7 vuotta ja yli";0
"2022";"Säkylä";"Yhteensä";7
"2022";"Säkylä";"0 vuotta";0
"2022";"Säkylä";"1 vuotta";1
"2022";"Säkylä";"2 vuotta";2
"2022";"Säkylä";"3 vuotta";1
"2022";"Säkylä";"4 vuotta";2
"2022";"Säkylä";"5 vuotta";0
"2022";"Säkylä";"6 vuotta";1
"2022";"Säkylä";"7 vuotta ja yli";0
"2022";"Taipalsaari";"Yhteensä";15
"2022";"Taipalsaari";"0 vuotta";0
"2022";"Taipalsaari";"1 vuotta";0
"2022";"Taipalsaari";"2 vuotta";0
"2022";"Taipalsaari";"3 vuotta";5
"2022";"Taipalsaari";"4 vuotta";5
"2022";"Taipalsaari";"5 vuotta";3
"2022";"Taipalsaari";"6 vuotta";2
"2022";"Taipalsaari";"7 vuotta ja yli";0
"2022";"Taivalkoski";"Yhteensä";5
"2022";"Taivalkoski";"0 vuotta";0
"2022";"Taivalkoski";"1 vuotta";1
"2022";"Taivalkoski";"2 vuotta";0
"2022";"Taivalkoski";"3 vuotta";0
"2022";"Taivalkoski";"4 vuotta";2
"2022";"Taivalkoski";"5 vuotta";2
"2022";"Taivalkoski";"6 vuotta";0
"2022";"Taivalkoski";"7 vuotta ja yli";0
"2022";"Taivassalo";"Yhteensä";7
"2022";"Taivassalo";"0 vuotta";0
"2022";"Taivassalo";"1 vuotta";1
"2022";"Taivassalo";"2 vuotta";1
"2022";"Taivassalo";"3 vuotta";0
"2022";"Taivassalo";"4 vuotta";1
"2022";"Taivassalo";"5 vuotta";2
"2022";"Taivassalo";"6 vuotta";2
"2022";"Taivassalo";"7 vuotta ja yli";0
"2022";"Tammela";"Yhteensä";3
"2022";"Tammela";"0 vuotta";0
"2022";"Tammela";"1 vuotta";0
"2022";"Tammela";"2 vuotta";2
"2022";"Tammela";"3 vuotta";0
"2022";"Tammela";"4 vuotta";0
"2022";"Tammela";"5 vuotta";0
"2022";"Tammela";"6 vuotta";1
"2022";"Tammela";"7 vuotta ja yli";0
"2022";"Tampere";"Yhteensä";1046
"2022";"Tampere";"0 vuotta";4
"2022";"Tampere";"1 vuotta";90
"2022";"Tampere";"2 vuotta";180
"2022";"Tampere";"3 vuotta";220
"2022";"Tampere";"4 vuotta";264
"2022";"Tampere";"5 vuotta";270
"2022";"Tampere";"6 vuotta";18
"2022";"Tampere";"7 vuotta ja yli";0
"2022";"Tervo";"Yhteensä";0
"2022";"Tervo";"0 vuotta";0
"2022";"Tervo";"1 vuotta";0
"2022";"Tervo";"2 vuotta";0
"2022";"Tervo";"3 vuotta";0
"2022";"Tervo";"4 vuotta";0
"2022";"Tervo";"5 vuotta";0
"2022";"Tervo";"6 vuotta";0
"2022";"Tervo";"7 vuotta ja yli";0
"2022";"Tervola";"Yhteensä";6
"2022";"Tervola";"0 vuotta";0
"2022";"Tervola";"1 vuotta";1
"2022";"Tervola";"2 vuotta";0
"2022";"Tervola";"3 vuotta";3
"2022";"Tervola";"4 vuotta";1
"2022";"Tervola";"5 vuotta";0
"2022";"Tervola";"6 vuotta";1
"2022";"Tervola";"7 vuotta ja yli";0
"2022";"Teuva";"Yhteensä";5
"2022";"Teuva";"0 vuotta";0
"2022";"Teuva";"1 vuotta";1
"2022";"Teuva";"2 vuotta";0
"2022";"Teuva";"3 vuotta";2
"2022";"Teuva";"4 vuotta";0
"2022";"Teuva";"5 vuotta";0
"2022";"Teuva";"6 vuotta";1
"2022";"Teuva";"7 vuotta ja yli";1
"2022";"Tohmajärvi";"Yhteensä";2
"2022";"Tohmajärvi";"0 vuotta";0
"2022";"Tohmajärvi";"1 vuotta";0
"2022";"Tohmajärvi";"2 vuotta";0
"2022";"Tohmajärvi";"3 vuotta";0
"2022";"Tohmajärvi";"4 vuotta";0
"2022";"Tohmajärvi";"5 vuotta";1
"2022";"Tohmajärvi";"6 vuotta";1
"2022";"Tohmajärvi";"7 vuotta ja yli";0
"2022";"Toholampi";"Yhteensä";1
"2022";"Toholampi";"0 vuotta";0
"2022";"Toholampi";"1 vuotta";0
"2022";"Toholampi";"2 vuotta";0
"2022";"Toholampi";"3 vuotta";0
"2022";"Toholampi";"4 vuotta";0
"2022";"Toholampi";"5 vuotta";1
"2022";"Toholampi";"6 vuotta";0
"2022";"Toholampi";"7 vuotta ja yli";0
"2022";"Toivakka";"Yhteensä";3
"2022";"Toivakka";"0 vuotta";0
"2022";"Toivakka";"1 vuotta";0
"2022";"Toivakka";"2 vuotta";1
"2022";"Toivakka";"3 vuotta";1
"2022";"Toivakka";"4 vuotta";0
"2022";"Toivakka";"5 vuotta";1
"2022";"Toivakka";"6 vuotta";0
"2022";"Toivakka";"7 vuotta ja yli";0
"2022";"Tornio";"Yhteensä";30
"2022";"Tornio";"0 vuotta";0
"2022";"Tornio";"1 vuotta";1
"2022";"Tornio";"2 vuotta";5
"2022";"Tornio";"3 vuotta";1
"2022";"Tornio";"4 vuotta";9
"2022";"Tornio";"5 vuotta";1
"2022";"Tornio";"6 vuotta";12
"2022";"Tornio";"7 vuotta ja yli";1
"2022";"Turku";"Yhteensä";1612
"2022";"Turku";"0 vuotta";4
"2022";"Turku";"1 vuotta";111
"2022";"Turku";"2 vuotta";196
"2022";"Turku";"3 vuotta";285
"2022";"Turku";"4 vuotta";328
"2022";"Turku";"5 vuotta";345
"2022";"Turku";"6 vuotta";340
"2022";"Turku";"7 vuotta ja yli";3
"2022";"Tuusniemi";"Yhteensä";0
"2022";"Tuusniemi";"0 vuotta";0
"2022";"Tuusniemi";"1 vuotta";0
"2022";"Tuusniemi";"2 vuotta";0
"2022";"Tuusniemi";"3 vuotta";0
"2022";"Tuusniemi";"4 vuotta";0
"2022";"Tuusniemi";"5 vuotta";0
"2022";"Tuusniemi";"6 vuotta";0
"2022";"Tuusniemi";"7 vuotta ja yli";0
"2022";"Tuusula";"Yhteensä";176
"2022";"Tuusula";"0 vuotta";1
"2022";"Tuusula";"1 vuotta";19
"2022";"Tuusula";"2 vuotta";21
"2022";"Tuusula";"3 vuotta";26
